3.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
7.000422464373694531e-01,9.635254915624211769e-01,-5.877852522924732481e-01
-7.135254915624209548e-01,2.196005658736543964e+00,9.510565162951536422e-01
-2.196005658736543964e+00,7.135254915624215100e-01,-9.510565162951535312e-01
-9.635254915624209548e-01,-7.000422464373692311e-01,5.877852522924728040e-01
-5.510910596163089556e-16,-3.000000000000000000e+00,4.898587196589412829e-16
9.635254915624213989e-01,-7.000422464373700082e-01,-5.877852522924735812e-01
2.196005658736543076e+00,7.135254915624202887e-01,9.510565162951537532e-01
7.135254915624221761e-01,2.196005658736544408e+00,-9.510565162951533091e-01
-7.000422464373688980e-01,9.635254915624209548e-01,5.877852522924724710e-01
-3.000000000000000000e+00,1.102182119232617911e-15,9.797174393178825657e-16
-7.000422464373673437e-01,-9.635254915624209548e-01,-5.877852522924711387e-01
7.135254915624197336e-01,-2.196005658736543076e+00,9.510565162951539753e-01
2.196005658736544852e+00,-7.135254915624226202e-01,-9.510565162951531981e-01
9.635254915624208438e-01,7.000422464373684539e-01,5.877852522924720269e-01
1.653273178848926867e-15,3.000000000000000000e+00,1.469576158976823750e-15
-9.635254915624215100e-01,7.000422464373705633e-01,-5.877852522924743583e-01
-2.196005658736543964e+00,-7.135254915624152927e-01,9.510565162951540863e-01
-7.135254915624231753e-01,-2.196005658736544852e+00,-9.510565162951529761e-01
7.000422464373700082e-01,-9.635254915624196226e-01,5.877852522924715828e-01
