3.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
2.186521545564209301e+00,1.114088373332856818e+00,-8.910065241883677878e-01
8.300790017724201109e-01,1.142505730602318303e+00,-8.090169943749474513e-01
1.583604328929880678e-01,9.998484230426987196e-01,1.564344650402307302e-01
-5.225424859373684061e-01,1.608220406444070605e+00,9.510565162951535312e-01
-1.914213562373094923e+00,1.914213562373095145e+00,7.071067811865476838e-01
-2.806621529777781010e+00,9.119266148961316931e-01,-3.090169943749471737e-01
-2.129885178377749710e+00,-3.373406719328846948e-01,-9.876883405951376593e-01
-9.635254915624212879e-01,-7.000422464373694531e-01,-5.877852522924733591e-01
-5.034725022916197723e-01,-9.881204222304985629e-01,4.539904997395456387e-01
-3.673940397442058389e-16,-1.999999999999999556e+00,1.000000000000000000e+00
1.312489496666569222e+00,-2.575905674522971811e+00,4.539904997395464159e-01
2.272542485937368628e+00,-1.651098762732523983e+00,-5.877852522924726930e-01
1.820868184002803147e+00,-2.883971882280391696e-01,-9.876883405951379924e-01
9.976045354028336698e-01,3.241413626036580564e-01,-3.090169943749480064e-01
9.142135623730952565e-01,9.142135623730949234e-01,7.071067811865476838e-01
7.135254915624216210e-01,2.196005658736542632e+00,9.510565162951537532e-01
-4.673774272679317998e-01,2.950904939337852362e+00,1.564344650402324788e-01
-1.521062007397473215e+00,2.093562246897473500e+00,-8.090169943749458970e-01
-1.377504551189262516e+00,7.018736256253294004e-01,-8.910065241883677878e-01
-1.000000000000000000e+00,3.673940397442059375e-16,-8.572527594031472204e-16
-1.377504551189261406e+00,-7.018736256253276240e-01,8.910065241883670106e-01
-1.521062007397470106e+00,-2.093562246897474388e+00,8.090169943749468962e-01
-4.673774272679394048e-01,-2.950904939337852362e+00,-1.564344650402272607e-01
7.135254915624205108e-01,-2.196005658736544852e+00,-9.510565162951533091e-01
9.142135623730948124e-01,-9.142135623730972549e-01,-7.071067811865489050e-01
9.976045354028323375e-01,-3.241413626036585005e-01,3.090169943749446757e-01
1.820868184002801371e+00,2.883971882280391696e-01,9.876883405951376593e-01
2.272542485937369072e+00,1.651098762732521319e+00,5.877852522924741363e-01
1.312489496666571442e+00,2.575905674522971367e+00,-4.539904997395449171e-01
1.102182119232617714e-15,1.999999999999999556e+00,-1.000000000000000000e+00
-5.034725022916202164e-01,9.881204222304990070e-01,-4.539904997395471931e-01
-9.635254915624200667e-01,7.000422464373694531e-01,5.877852522924720269e-01
-2.129885178377746158e+00,3.373406719328877479e-01,9.876883405951381034e-01
-2.806621529777782342e+00,-9.119266148961243657e-01,3.090169943749505044e-01
-1.914213562373096700e+00,-1.914213562373097588e+00,-7.071067811865445751e-01
-5.225424859373711817e-01,-1.608220406444075046e+00,-9.510565162951551965e-01
1.583604328929864580e-01,-9.998484230426989416e-01,-1.564344650402298142e-01
8.300790017724213321e-01,-1.142505730602317415e+00,8.090169943749474513e-01
2.186521545564208857e+00,-1.114088373332856152e+00,8.910065241883682319e-01
