3.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
8.300790017724201109e-01,1.142505730602318303e+00,-8.090169943749474513e-01
-5.225424859373684061e-01,1.608220406444070605e+00,9.510565162951535312e-01
-2.806621529777781010e+00,9.119266148961316931e-01,-3.090169943749471737e-01
-9.635254915624212879e-01,-7.000422464373694531e-01,-5.877852522924733591e-01
-3.673940397442058389e-16,-1.999999999999999556e+00,1.000000000000000000e+00
2.272542485937368628e+00,-1.651098762732523983e+00,-5.877852522924726930e-01
9.976045354028336698e-01,3.241413626036580564e-01,-3.090169943749480064e-01
7.135254915624216210e-01,2.196005658736542632e+00,9.510565162951537532e-01
-1.521062007397473215e+00,2.093562246897473500e+00,-8.090169943749458970e-01
-1.000000000000000000e+00,3.673940397442059375e-16,-8.572527594031472204e-16
-1.521062007397470106e+00,-2.093562246897474388e+00,8.090169943749468962e-01
7.135254915624205108e-01,-2.196005658736544852e+00,-9.510565162951533091e-01
9.976045354028323375e-01,-3.241413626036585005e-01,3.090169943749446757e-01
2.272542485937369072e+00,1.651098762732521319e+00,5.877852522924741363e-01
1.102182119232617714e-15,1.999999999999999556e+00,-1.000000000000000000e+00
-9.635254915624200667e-01,7.000422464373694531e-01,5.877852522924720269e-01
-2.806621529777782342e+00,-9.119266148961243657e-01,3.090169943749505044e-01
-5.225424859373711817e-01,-1.608220406444075046e+00,-9.510565162951551965e-01
8.300790017724213321e-01,-1.142505730602317415e+00,8.090169943749474513e-01
